Rank,Club,Country,Level,Elo,From,To
None,Cukaricki,SRB,1,1341.93713379,2019-08-01,2019-08-01
None,Desna,UKR,1,1341.42529297,2019-07-31,2019-08-01
None,Beroe Stara Zagora,BUL,1,1341.12683105,2019-07-28,2019-08-01
None,Aalborg,DEN,1,1341.06994629,2019-08-01,2019-08-01
None,Lubin,POL,1,1340.92602539,2019-07-27,2019-08-01
None,SonderjyskE,DEN,1,1340.89282227,2019-08-01,2019-08-01
None,Sochaux,FRA,2,1339.09155273,2019-07-27,2019-08-01
None,Kairat,KAZ,0,1338.70690918,2019-07-26,2019-08-01
None,Bohemians Praha,CZE,1,1337.45947266,2019-07-31,2019-08-01
None,Genclerbirligi,TUR,1,1337.42138672,2019-07-26,2019-08-01
None,Denizlispor,TUR,1,1337.42138672,2019-07-26,2019-08-01
None,Gaziantep FK,TUR,1,1337.42138672,2019-07-26,2019-08-01
None,Emmen,NED,1,1334.28918457,2019-07-31,2019-08-01
None,Elfsborg,SWE,1,1333.80603027,2019-08-01,2019-08-01
None,Gabala,AZE,0,1333.75183105,2019-08-01,2019-08-01
None,Honved,HUN,1,1333.51538086,2019-07-31,2019-08-01
None,Lamia,GRE,1,1331.63391113,2019-07-31,2019-08-01
None,Banik Ostrava,CZE,1,1331.09411621,2019-07-31,2019-08-01
None,Maccabi Haifa,ISR,1,1330.43054199,2019-07-31,2019-08-01
None,Larisa,GRE,1,1330.35546875,2019-07-31,2019-08-01
None,OFI,GRE,1,1328.83532715,2019-07-31,2019-08-01
None,Eupen,BEL,1,1328.75671387,2019-07-29,2019-08-01
None,Ujpest,HUN,1,1328.4810791,2019-07-31,2019-08-01
None,Vaduz,LIE,0,1328.05871582,2019-07-31,2019-08-01
None,Rodez,FRA,2,1327.97253418,2019-07-27,2019-08-01
None,Torpedo Zhodino,BLR,1,1327.83764648,2019-08-01,2019-08-01
None,Teplice,CZE,1,1326.70397949,2019-07-31,2019-08-01
None,Panetolikos,GRE,1,1325.82226562,2019-07-31,2019-08-01
None,Slovan Bratislava,SLK,0,1324.83178711,2019-07-31,2019-08-01
None,Chambly Oise,FRA,2,1324.49157715,2019-07-27,2019-08-01
None,Debrecen,HUN,1,1324.43615723,2019-07-31,2019-08-01
None,Slask,POL,1,1322.84753418,2019-07-29,2019-08-01
None,Cherno More,BUL,1,1322.43383789,2019-07-28,2019-08-01
None,Slaven Belupo,CRO,1,1321.17822266,2019-07-31,2019-08-01
None,Botev Plovdiv,BUL,1,1321.16870117,2019-07-30,2019-08-01
None,Cracovia,POL,1,1318.79431152,2019-07-28,2019-08-01
None,Oerebro,SWE,1,1317.44360352,2019-08-01,2019-08-01
None,Opava,CZE,1,1315.18615723,2019-07-31,2019-08-01
None,Iasi,ROM,1,1315.01135254,2019-07-31,2019-08-01
None,Tescoma Zlin,CZE,1,1314.41467285,2019-07-31,2019-08-01
None,Ordabasy,KAZ,0,1314.0690918,2019-07-26,2019-08-01
None,Neftchi,AZE,0,1313.8392334,2019-08-01,2019-08-01
None,Gornik,POL,1,1313.66784668,2019-07-27,2019-08-01
None,Twente,NED,1,1312.92785645,2019-07-31,2019-08-01
None,Sparta Rotterdam,NED,1,1312.92785645,2019-07-31,2019-08-01
None,Waalwijk,NED,1,1312.92785645,2019-07-31,2019-08-01
None,Le Mans,FRA,2,1310.71032715,2019-07-28,2019-08-01
None,Beitar,ISR,1,1309.35009766,2019-07-31,2019-08-01
None,Etar,BUL,1,1307.23254395,2019-07-28,2019-08-01
None,Salernitana,ITA,2,1307.17980957,2019-07-26,2019-08-01
None,Sepsi,ROM,1,1304.96276855,2019-07-31,2019-08-01
None,Sheriff Tiraspol,MOL,0,1304.1763916,2019-07-26,2019-08-01
None,Viking,NOR,1,1302.38024902,2019-08-01,2019-08-01
None,Ceske Budejovice,CZE,1,1302.00842285,2019-07-31,2019-08-01
None,Cercle Brugge,BEL,1,1302.00134277,2019-07-28,2019-08-01
None,Sabail,AZE,0,1301.70983887,2019-08-01,2019-08-01
None,Sundsvall,SWE,1,1300.70581055,2019-08-01,2019-08-01
None,Lillestrom,NOR,1,1300.60998535,2019-08-01,2019-08-01
None,Wisla,POL,1,1300.25732422,2019-07-29,2019-08-01
None,Sittard,NED,1,1298.93383789,2019-07-31,2019-08-01
None,Hobro,DEN,1,1293.43322754,2019-08-01,2019-08-01
None,IK Sirius,SWE,1,1293.27978516,2019-08-01,2019-08-01
None,Netanya,ISR,1,1292.23400879,2019-07-31,2019-08-01
None,Kiryat Shmona,ISR,1,1291.56787109,2019-07-31,2019-08-01
None,Stabaek,NOR,1,1289.97717285,2019-08-01,2019-08-01
None,Pribram,CZE,1,1286.38110352,2019-07-31,2019-08-01
None,Kalmar,SWE,1,1286.34301758,2019-08-01,2019-08-01
None,Mjondalen,NOR,1,1284.93554688,2019-08-01,2019-08-01
None,H Tel Aviv,ISR,1,1284.93371582,2019-07-31,2019-08-01
None,Horsens,DEN,1,1283.10302734,2019-08-01,2019-08-01
None,Stromsgodset,NOR,1,1281.30236816,2019-08-01,2019-08-01
None,Tobol,KAZ,0,1278.38024902,2019-07-26,2019-08-01
None,Ventspils,LAT,0,1278.13037109,2019-07-26,2019-08-01
None,Hearts,SCO,1,1275.84460449,2019-07-31,2019-08-01
None,Plock,POL,1,1275.52709961,2019-07-27,2019-08-01
None,Mezokovesd-Zsory,HUN,1,1275.20861816,2019-07-31,2019-08-01
None,Karvina,CZE,1,1273.63977051,2019-07-31,2019-08-01
None,Tromso,NOR,1,1272.81860352,2019-08-01,2019-08-01
None,Voluntari,ROM,1,1271.82202148,2019-07-31,2019-08-01
None,Hapoel Haifa,ISR,1,1268.8449707,2019-07-31,2019-08-01
None,Motherwell,SCO,1,1266.52929688,2019-07-31,2019-08-01
None,Suduva,LIT,0,1262.69006348,2019-07-31,2019-08-08
None,Dudelange,LUX,0,1261.74609375,2019-07-31,2019-08-01
None,Mura,SVN,1,1261.35424805,2019-08-01,2019-08-01
None,Puskas Akademia,HUN,1,1261.08129883,2019-07-31,2019-08-01
None,Radnik Bijeljina,BHZ,0,1260.9954834,2019-07-26,2019-08-01
None,Helsingborg,SWE,1,1260.87207031,2019-08-01,2019-08-01
None,Ranheim,NOR,1,1260.62365723,2019-08-01,2019-08-01
None,Mladost Lucani,SRB,1,1258.30273438,2019-08-01,2019-08-01
None,Hermannstadt,ROM,1,1257.08166504,2019-07-31,2019-08-01
None,NFC Volos,GRE,1,1255.63623047,2019-07-31,2019-08-01
None,St Johnstone,SCO,1,1255.11022949,2019-07-31,2019-08-01
None,Hapoel Eran Hadera,ISR,1,1255.06835938,2019-07-31,2019-08-01
None,Lyngby,DEN,1,1254.61816406,2019-08-01,2019-08-01
None,FK Sarajevo,BHZ,0,1254.09033203,2019-07-26,2019-08-01
None,Novi Sad,SRB,1,1253.01965332,2019-08-01,2019-08-01
None,Kisvarda,HUN,1,1252.46228027,2019-07-31,2019-08-01
None,Chikhura,GEO,0,1251.40771484,2019-07-31,2019-08-01
None,Korona,POL,1,1249.93676758,2019-07-29,2019-08-01
None,Paksi,HUN,1,1249.68945312,2019-07-31,2019-08-01
None,Dundalk,IRL,0,1248.68188477,2019-08-01,2019-08-01
None,Dinamo Tbilisi,GEO,0,1247.88342285,2019-07-31,2019-08-01
None,Raanana,ISR,1,1246.98083496,2019-07-31,2019-08-01
None,Arka,POL,1,1246.1171875,2019-07-30,2019-08-01
None,Diosgyori,HUN,1,1246.02282715,2019-07-31,2019-08-01
None,Saburtalo,GEO,0,1245.64599609,2019-07-31,2019-08-01
None,FK Vitebsk,BLR,1,1244.28991699,2019-08-01,2019-08-01
None,Falkenbergs,SWE,1,1244.2635498,2019-08-01,2019-08-01
None,HJK Helsinki,FIN,0,1243.53674316,2019-08-01,2019-08-01
None,Lok Plovdiv,BUL,1,1241.95495605,2019-07-29,2019-08-01
None,Celje,SVN,1,1239.71044922,2019-08-01,2019-08-01
None,Eskilstuna,SWE,1,1237.35571289,2019-08-01,2019-08-01
None,Zrinjski Mostar,BHZ,0,1236.30627441,2019-07-26,2019-08-01
None,Silkeborg,DEN,1,1235.76501465,2019-08-01,2019-08-01
None,LKS,POL,1,1233.29516602,2019-07-28,2019-08-01
None,Zlatibor,SRB,1,1230.86657715,2019-08-01,2019-08-01
None,Chindia Targoviste,ROM,1,1230.08557129,2019-07-31,2019-08-01
None,Shkendija,MAC,0,1229.6385498,2019-07-31,2020-08-18
None,Aluminij,SVN,1,1228.03088379,2019-08-01,2019-08-01
None,Slavia Sofia,BUL,1,1227.79211426,2019-07-29,2019-08-01
None,Inter Zapresic,CRO,1,1227.63500977,2019-07-31,2019-08-01
None,Krusevac,SRB,1,1227.29187012,2019-08-01,2019-08-01
None,Rudar Velenje,SVN,1,1227.19421387,2019-08-01,2019-08-01
None,Kaposvari,HUN,1,1227.15759277,2019-07-31,2019-08-01
None,Zalaegerszegi,HUN,1,1227.15759277,2019-07-31,2019-08-01
None,Livingston,SCO,1,1224.71472168,2019-07-31,2019-08-01
None,Siroki Brijeg,BHZ,0,1223.46606445,2019-07-26,2019-08-01
None,Istra 1961,CRO,1,1223.26049805,2019-07-31,2019-08-01
None,Rakow,POL,1,1223.22509766,2019-07-28,2019-08-01
None,Torpedo Kutaisi,GEO,0,1222.02026367,2019-07-31,2019-08-01
None,Gorodeya,BLR,1,1217.87133789,2019-08-01,2019-08-01
None,Clinceni,ROM,1,1217.54382324,2019-07-31,2019-08-01
None,Zalgiris Vilnius,LIT,0,1215.20837402,2019-07-31,2019-08-08
None,Botev Vratsa,BUL,1,1211.75695801,2019-07-29,2019-08-01
None,Varazdin,CRO,1,1211.12121582,2019-07-31,2019-08-01
None,Neman Grodno,BLR,1,1210.68139648,2019-08-01,2019-08-01
None,Niedercorn,LUX,0,1208.36560059,2019-07-31,2019-08-01
None,Shamrock,IRL,0,1207.19470215,2019-08-01,2019-08-01
None,Kukesi,ALB,0,1203.9029541,2019-07-26,2019-08-01
None,Kuopio,FIN,0,1202.21691895,2019-08-01,2019-08-01
None,Ross County,SCO,1,1202.16088867,2019-07-31,2019-08-01
None,Dunav Ruse,BUL,1,1201.38989258,2019-07-27,2019-08-01
None,Isloch,BLR,1,1201.32116699,2019-08-01,2019-08-01
None,Radnik Surdulica,SRB,1,1200.81225586,2019-08-01,2019-08-01
None,St Patricks,IRL,0,1198.92236328,2019-08-01,2019-08-01
None,Trakai,LIT,0,1195.41381836,2019-07-31,2019-08-08
None,St Mirren,SCO,1,1192.82763672,2019-07-31,2019-08-01
None,Cork City,IRL,0,1189.71911621,2019-08-01,2019-08-01
None,Pyunik,ARM,0,1185.35375977,2019-07-31,2019-08-01
None,Vozdovac Beograd,SRB,1,1184.04943848,2019-08-01,2019-08-01
None,Inter Turku,FIN,0,1182.53393555,2019-08-01,2019-08-01
None,Rovaniemi,FIN,0,1179.81555176,2019-08-01,2019-08-01
None,Ashdod,ISR,1,1178.24047852,2019-07-31,2019-08-01
None,FK Riga,LAT,0,1177.36608887,2019-07-26,2019-08-01
None,Liepajas,LAT,0,1175.80090332,2019-07-26,2019-08-01
None,Laci,ALB,0,1175.05749512,2019-07-26,2019-08-01
None,Fola Esch,LUX,0,1168.51843262,2019-07-31,2019-08-01
None,Proleter Novi Sad,SRB,1,1168.50805664,2019-08-01,2019-08-01
None,Arda,BUL,1,1166.75939941,2019-07-28,2019-08-01
None,Kauno Zalgiris,LIT,0,1165.92468262,2019-07-31,2019-08-08
None,Triglav,SVN,1,1164.4888916,2019-08-01,2019-08-01
None,Petrocub,MOL,0,1160.42626953,2019-07-26,2019-08-01
None,Teuta Durres,ALB,0,1159.57312012,2019-07-26,2019-08-01
None,Hamilton,SCO,1,1158.80456543,2019-07-31,2019-08-01
None,RFS,LAT,0,1157.12719727,2019-07-26,2019-08-01
None,Kfar-Saba,ISR,1,1155.24694824,2019-07-31,2019-08-01
None,Sektzia Nes Tziona,ISR,1,1155.24694824,2019-07-31,2019-08-01
None,KR Reykjavik,ISL,0,1154.22558594,2019-07-26,2019-08-01
None,Stjarnan,ISL,0,1152.37243652,2019-07-26,2019-08-01
None,Breidablik,ISL,0,1152.01208496,2019-07-26,2019-08-01
None,Partizani Tirana,ALB,0,1148.54089355,2019-07-26,2019-08-01
None,Speranta,MOL,0,1147.9831543,2019-07-26,2019-08-01
None,FK Minsk,BLR,1,1146.98803711,2019-08-01,2019-08-01
None,Valur,ISL,0,1145.42797852,2019-07-26,2019-08-01
None,Jeunesse Esch,LUX,0,1141.47851562,2019-07-31,2019-08-01
None,Backa Topola,SRB,1,1141.39648438,2019-08-01,2019-08-01
None,Gomel,BLR,1,1138.34814453,2019-08-01,2019-08-01
None,Macva Sabac,SRB,1,1136.06848145,2019-08-01,2019-08-01
None,Tsarsko Selo,BUL,1,1134.50195312,2019-07-27,2019-08-01
None,Alashkert,ARM,0,1133.10473633,2019-07-31,2019-08-01
None,Vitosha Bistritsa,BUL,1,1130.27502441,2019-07-30,2019-08-01
None,Milsami Orhei,MOL,0,1128.66809082,2019-07-26,2019-08-01
None,Slavia Mozyr,BLR,1,1127.60888672,2019-08-01,2019-08-01
None,Bravo,SVN,1,1125.17321777,2019-08-01,2019-08-01
None,Rad,SRB,1,1123.84423828,2019-08-01,2019-08-01
None,Slutsk,BLR,1,1123.17333984,2019-08-01,2019-08-01
None,Shkupi,MAC,0,1121.07971191,2019-07-31,2020-08-18
None,Tabor Sezana,SVN,1,1120.11853027,2019-08-01,2019-08-01
None,Akademija Pandev,MAC,0,1119.19458008,2019-07-31,2020-07-01
None,Luch Minsk,BLR,1,1113.11633301,2019-08-01,2019-08-01
None,Podgorica,MNT,0,1111.78063965,2019-07-31,2019-08-01
None,Indija,SRB,1,1109.60986328,2019-08-01,2019-08-01
None,Lozinca,SRB,1,1108.8170166,2019-08-01,2019-08-01
None,Makedonija,MAC,0,1106.48632812,2019-07-31,2020-07-01
None,Nomme Kalju,EST,0,1089.99023438,2019-07-31,2019-08-01
None,Zeta Golubovci,MNT,0,1089.92663574,2019-07-31,2019-08-01
None,Zvyazda BDU,BLR,1,1085.30615234,2019-08-01,2019-08-01
None,Sutjeska,MNT,0,1084.3984375,2019-07-31,2019-08-01
None,Mladost,MNT,0,1083.5402832,2019-07-31,2019-08-01
None,Ararat-Armenia,ARM,0,1077.72900391,2019-07-31,2019-08-01
None,Valletta,MLT,0,1077.14855957,2019-07-31,2019-08-01
None,Torpedo Minsk,BLR,1,1065.79125977,2019-08-01,2019-08-01
None,Banants,ARM,0,1061.60913086,2019-07-31,2019-08-01
None,Balzan,MLT,0,1056.62219238,2019-07-31,2019-08-01
None,Crusaders,NIR,0,1053.31225586,2019-07-26,2019-08-01
None,Cliftonville,NIR,0,1047.54394531,2019-07-26,2019-08-01
None,The New Saints,WAL,0,1044.91113281,2019-08-01,2019-08-01
None,Gzira United,MLT,0,1044.8548584,2019-07-31,2019-08-01
None,Connahs Quay,WAL,0,1043.07385254,2019-08-01,2019-08-01
None,Feronikeli,KOS,0,1040.22583008,2019-07-31,2020-07-01
None,Ballymena United,NIR,0,1039.70800781,2019-07-26,2019-08-01
None,Linfield,NIR,0,1031.74841309,2019-07-26,2019-08-01
None,Hibernians Paola,MLT,0,1028.79858398,2019-07-31,2019-08-01
None,Prishtine,KOS,0,1028.62915039,2019-07-31,2020-07-01
None,Flora Tallinn,EST,0,1020.49871826,2019-07-31,2019-08-01
None,FC Infonet,EST,0,1005.0848999,2019-07-31,2019-08-01
None,Inter Cardiff,WAL,0,998.696411133,2019-08-01,2019-08-01
None,Trans Narva,EST,0,989.907531738,2019-07-31,2019-08-01
None,Barry Town,WAL,0,980.790527344,2019-08-01,2019-08-01
None,Klaksvik,FAR,0,959.84552002,2019-07-26,2019-08-01
None,College Europa,GIB,0,943.126464844,2019-07-31,2020-08-18
None,St Josephs,GIB,0,932.884399414,2019-07-31,2020-08-18
None,HB Torshavn,FAR,0,917.394592285,2019-07-26,2019-08-01
None,Lincoln,GIB,0,914.650878906,2019-07-31,2020-08-18
None,B 36 Torshavn,FAR,0,906.597412109,2019-07-26,2019-08-01
None,Runavik,FAR,0,904.641723633,2019-07-26,2019-08-01
None,Engordany,AND,0,785.199768066,2019-07-24,2019-08-01
None,Santa Coloma,AND,0,774.94317627,2019-07-24,2019-08-01
None,Matecosa Sant Julia,AND,0,755.38104248,2019-07-24,2019-08-01
None,Tre Fiori,SMR,0,707.414733887,2019-07-31,2020-08-08
None,Tre Penne,SMR,0,676.546081543,2019-07-31,2020-08-08
None,La Fiorita,SMR,0,661.198242188,2019-07-31,2020-08-08


