Rank,Club,Country,Level,Elo,From,To
None,Viitorul,ROM,1,1337.46105957,2024-08-01,2024-08-01
None,Pardubice,CZE,1,1335.78369141,2024-07-31,2024-08-01
None,Odd Grenland,NOR,1,1334.17907715,2024-08-01,2024-08-01
None,Yverdon Sport,SUI,1,1332.99450684,2024-07-31,2024-08-01
None,Kryvbas,UKR,1,1332.22497559,2024-08-01,2024-08-01
None,Olimpija Ljubljana,SVN,1,1331.11657715,2024-07-31,2024-08-01
None,Korona,POL,1,1330.63000488,2024-08-01,2024-08-01
None,Stal Mielec,POL,1,1330.47644043,2024-08-01,2024-08-01
None,Haugesund,NOR,1,1329.67089844,2024-08-01,2024-08-01
None,Puszcza Niepolomice,POL,1,1329.1394043,2024-08-01,2024-08-01
None,Paksi,HUN,1,1327.3527832,2024-08-01,2024-08-01
None,Ham-Kam,NOR,1,1327.26403809,2024-08-01,2024-08-01
None,AIK,SWE,1,1327.14465332,2024-08-01,2024-08-01
None,Groningen,NED,1,1326.88195801,2024-07-26,2024-08-01
None,Breda,NED,1,1326.88195801,2024-07-26,2024-08-01
None,Willem II,NED,1,1326.88195801,2024-07-26,2024-08-01
None,Nizhny Novgorod,RUS,1,1326.65710449,2024-07-28,2024-08-04
None,Hibernian,SCO,1,1324.87634277,2024-07-26,2024-08-01
None,Dunajska,SLK,0,1323.76318359,2024-08-01,2024-08-01
None,KFUM Oslo,NOR,1,1322.85449219,2024-08-01,2024-08-01
None,FK Astana,KAZ,0,1322.06115723,2024-07-26,2024-08-01
None,Bnei Sakhinin,ISR,1,1321.23925781,2024-08-01,2024-08-01
None,Backa Topola,SRB,1,1321.05322266,2024-08-01,2024-08-01
None,Universitatea Cluj,ROM,1,1320.65197754,2024-08-01,2024-08-01
None,Polissya Zhytomyr,UKR,1,1319.73474121,2024-08-01,2024-08-01
None,Sandefjord,NOR,1,1317.17211914,2024-08-01,2024-08-01
None,Altach,AUT,1,1316.44140625,2024-08-01,2024-08-01
None,Varnamo,SWE,1,1316.08850098,2024-08-01,2024-08-01
None,Vaduz,LIE,0,1315.46411133,2024-07-31,2024-08-01
None,Radomiak,POL,1,1315.36584473,2024-08-01,2024-08-01
None,Akron Togliatti,RUS,1,1315.25195312,2024-07-28,2024-08-03
None,St Mirren,SCO,1,1310.80065918,2024-07-26,2024-08-01
None,OFI,GRE,1,1310.68261719,2024-08-01,2024-08-01
None,BW Linz,AUT,1,1310.2421875,2024-08-01,2024-08-01
None,Dynamo Makhachkala,RUS,1,1308.59912109,2024-07-29,2024-08-04
None,CSKA 1948 Sofia,BUL,1,1307.92492676,2024-08-01,2024-08-01
None,Goeteborg,SWE,1,1307.48034668,2024-08-01,2024-08-01
None,Istra 1961,CRO,1,1304.75671387,2024-07-26,2024-08-01
None,Debrecen,HUN,1,1304.70898438,2024-08-01,2024-08-01
None,Kristiansund,NOR,1,1304.07202148,2024-08-01,2024-08-01
None,Motherwell,SCO,1,1303.76660156,2024-07-26,2024-08-01
None,Hapoel Jerusalem,ISR,1,1301.59484863,2024-08-01,2024-08-01
None,NFC Volos,GRE,1,1299.53857422,2024-08-01,2024-08-01
None,Kecskemeti,HUN,1,1298.07849121,2024-08-01,2024-08-01
None,Hermannstadt,ROM,1,1296.22839355,2024-08-01,2024-08-01
None,Lok Plovdiv,BUL,1,1294.06176758,2024-08-01,2024-08-01
None,FK Riga,LAT,0,1294.02929688,2024-08-01,2024-08-01
None,Motor Lublin,POL,1,1293.94921875,2024-08-01,2024-08-01
None,Olexandriya,UKR,1,1293.79431152,2024-08-01,2024-08-01
None,UTA Arad,ROM,1,1292.42797852,2024-08-01,2024-08-01
None,Kalmar,SWE,1,1292.42419434,2024-08-01,2024-08-01
None,GAK,AUT,1,1292.32226562,2024-08-01,2024-08-01
None,Ashdod,ISR,1,1292.24621582,2024-08-01,2024-08-01
None,FC Khimki,RUS,1,1291.92199707,2024-07-29,2024-08-03
None,Netanya,ISR,1,1291.50976562,2024-08-01,2024-08-01
None,Atromitos,GRE,1,1290.17175293,2024-08-01,2024-08-01
None,Varazdin,CRO,1,1289.91760254,2024-07-26,2024-08-01
None,Katowice,POL,1,1289.33898926,2024-08-01,2024-08-01
None,Wisla,POL,0,1288.09448242,2024-08-01,2024-08-01
None,Kuopio,FIN,0,1286.28405762,2024-08-01,2024-08-01
None,Panetolikos,GRE,1,1285.57250977,2024-08-01,2024-08-01
None,Otelul Galati,ROM,1,1284.96325684,2024-08-01,2024-08-01
None,Beitar,ISR,1,1281.76367188,2024-08-01,2024-08-01
None,Norrkoeping,SWE,1,1281.51245117,2024-08-01,2024-08-01
None,Pyunik,ARM,0,1280.98828125,2024-07-31,2024-08-01
None,Wattens,AUT,1,1280.86889648,2024-08-01,2024-08-01
None,LNZ,UKR,1,1280.07800293,2024-08-01,2024-08-01
None,Asteras Tripolis,GRE,1,1279.3190918,2024-08-01,2024-08-01
None,Lechia,POL,1,1278.57543945,2024-08-01,2024-08-01
None,Karvina,CZE,1,1276.49121094,2024-07-31,2024-08-01
None,Ceske Budejovice,CZE,1,1275.35705566,2024-07-31,2024-08-01
None,Lamia,GRE,1,1275.07287598,2024-08-01,2024-08-01
None,Panserraikos,GRE,1,1274.46105957,2024-08-01,2024-08-01
None,HNK Gorica,CRO,1,1274.05004883,2024-07-26,2024-08-01
None,Novi Sad,SRB,1,1273.04431152,2024-08-01,2024-08-01
None,Zalaegerszegi,HUN,1,1272.77819824,2024-08-01,2024-08-01
None,Vorskla,UKR,1,1271.73901367,2024-08-01,2024-08-01
None,Brommapojkarna,SWE,1,1269.86181641,2024-08-01,2024-08-01
None,Halmstad,SWE,1,1268.93188477,2024-08-01,2024-08-01
None,Maccabi Bnei Raina,ISR,1,1266.39953613,2024-08-01,2024-08-01
None,Dundee,SCO,1,1263.51196289,2024-07-26,2024-08-01
None,Levadeiakos,GRE,1,1261.20947266,2024-08-01,2024-08-01
None,Kalithea,GRE,1,1261.20947266,2024-08-01,2024-08-01
None,Cukaricki,SRB,1,1260.97802734,2024-08-01,2024-08-01
None,Dukla,CZE,1,1260.20544434,2024-07-31,2024-08-01
None,Diosgyori,HUN,1,1259.61938477,2024-08-01,2024-08-01
None,Arda,BUL,1,1258.8807373,2024-08-01,2024-08-01
None,M Petach Tikva,ISR,1,1249.85839844,2024-08-01,2024-08-01
None,GAIS,SWE,1,1249.8302002,2024-08-01,2024-08-01
None,Botev Plovdiv,BUL,1,1248.59277344,2024-08-01,2024-08-01
None,Kolos,UKR,1,1248.52563477,2024-08-01,2024-08-01
None,HJK Helsinki,FIN,0,1246.25500488,2024-08-01,2024-08-01
None,Slaven Belupo,CRO,1,1244.79724121,2024-07-26,2024-08-01
None,MTK,HUN,1,1244.4354248,2024-08-01,2024-08-01
None,Dinamo Minsk,BLR,0,1242.22680664,2024-08-01,2024-08-01
None,Obolon Kyiv,UKR,1,1241.52880859,2024-08-01,2024-08-01
None,RFS,LAT,0,1239.51672363,2024-08-01,2024-08-01
None,Zalgiris Vilnius,LIT,0,1238.9777832,2024-08-01,2024-08-01
None,Hapoel Eran Hadera,ISR,1,1238.53320312,2024-08-01,2024-08-01
None,Chernomorets,UKR,1,1235.63903809,2024-08-01,2024-08-01
None,Levski Krumovgrad,BUL,1,1235.24035645,2024-08-01,2024-08-01
None,Zrinjski Mostar,BHZ,0,1233.85192871,2024-08-01,2024-08-01
None,Kiryat Shmona,ISR,1,1233.6776123,2024-08-01,2024-08-01
None,Ironi Tiberias,ISR,1,1233.6776123,2024-08-01,2024-08-01
None,Bravo,SVN,1,1231.47949219,2024-07-31,2024-08-01
None,Botosani,ROM,1,1231.34558105,2024-08-01,2024-08-01
None,Aktobe,KAZ,0,1231.29785156,2024-07-26,2024-08-01
None,St Johnstone,SCO,1,1229.96081543,2024-07-26,2024-08-01
None,Veres,UKR,1,1229.05102539,2024-08-01,2024-08-01
None,Dinamo Bucuresti,ROM,1,1228.09851074,2024-08-01,2024-08-01
None,Petrolul Ploiesti,ROM,1,1227.90979004,2024-08-01,2024-08-01
None,Tobol,KAZ,0,1223.8112793,2024-07-26,2024-08-01
None,Iasi,ROM,1,1220.42102051,2024-08-01,2024-08-01
None,Koper,SVN,1,1220.04321289,2024-07-31,2024-08-01
None,Nyiregyhaza,HUN,1,1218.12585449,2024-08-01,2024-08-01
None,Petrocub,MOL,0,1218.03857422,2024-07-31,2024-08-01
None,Ilves Tampere,FIN,0,1217.4420166,2024-08-01,2024-08-01
None,Ross County,SCO,1,1216.77844238,2024-07-26,2024-08-01
None,Noah,ARM,0,1214.79089355,2024-07-31,2024-08-01
None,Auda,LAT,0,1213.40222168,2024-08-01,2024-08-01
None,Ujpest,HUN,1,1213.30993652,2024-08-01,2024-08-01
None,Slavia Sofia,BUL,1,1213.10498047,2024-08-01,2024-08-01
None,Dundee United,SCO,1,1212.94104004,2024-07-26,2024-08-01
None,Corvinul Hunedoara,ROM,0,1212.73547363,2024-08-01,2024-08-01
None,Drita,KOS,0,1210.7467041,2024-07-31,2024-08-01
None,Ararat,ARM,0,1210.71716309,2024-07-31,2024-08-01
None,Mura,SVN,1,1210.57678223,2024-07-31,2024-08-01
None,Ordabasy,KAZ,0,1209.71862793,2024-07-26,2024-08-01
None,Gyoer,HUN,1,1204.90991211,2024-08-01,2024-08-01
None,Milsami Orhei,MOL,0,1197.82092285,2024-07-31,2024-08-01
None,Unirea Slobozia,ROM,1,1197.57385254,2024-08-01,2024-08-01
None,Valur,ISL,0,1196.5925293,2024-07-31,2024-08-01
None,Vaasa,FIN,0,1194.41418457,2024-08-01,2024-08-01
None,Breidablik,ISL,0,1193.82885742,2024-07-31,2024-08-01
None,Vikingur,ISL,0,1193.72961426,2024-07-31,2024-08-01
None,Klaksvik,FAR,0,1192.52307129,2024-07-31,2024-08-01
None,Ballkani,KOS,0,1191.88366699,2024-07-31,2024-08-01
None,Banants,ARM,0,1191.56738281,2024-07-31,2024-08-01
None,FK Sarajevo,BHZ,0,1189.92858887,2024-08-01,2024-08-01
None,Shelbourne,IRL,0,1186.64367676,2024-07-31,2024-08-01
None,Stjarnan,ISL,0,1186.25476074,2024-07-31,2024-08-01
None,Shamrock,IRL,0,1185.78369141,2024-07-31,2024-08-01
None,Zimbru,MOL,0,1185.56567383,2024-07-31,2024-08-01
None,Kragujevac,SRB,1,1184.88696289,2024-08-01,2024-08-01
None,Domzale,SVN,1,1184.61730957,2024-07-31,2024-08-01
None,Vaesteras,SWE,1,1184.42919922,2024-08-01,2024-08-01
None,Gloria Buzau,ROM,1,1183.87255859,2024-08-01,2024-08-01
None,Liepajas,LAT,0,1180.4407959,2024-08-01,2024-08-01
None,St Patricks,IRL,0,1179.28063965,2024-07-31,2024-08-01
None,Inhulets,UKR,1,1178.95288086,2024-08-01,2024-08-01
None,Karpaty,UKR,1,1178.95288086,2024-08-01,2024-08-01
None,Livyi Bereh,UKR,1,1178.95288086,2024-08-01,2024-08-01
None,Partizani Tirana,ALB,0,1178.10339355,2024-07-26,2024-08-01
None,Shkendija,MAC,0,1177.32739258,2024-07-31,2024-12-31
None,Sibenik,CRO,1,1176.90002441,2024-07-26,2024-08-01
None,Derry City,IRL,0,1173.87756348,2024-07-31,2024-08-01
None,Saburtalo,GEO,0,1172.96704102,2024-07-31,2024-08-01
None,Panevezys,LIT,0,1171.70837402,2024-08-01,2024-08-01
None,Egnatia,ALB,0,1168.03540039,2024-07-26,2024-08-01
None,Torpedo Kutaisi,GEO,0,1164.67382812,2024-07-31,2024-08-01
None,Velez Mostar,BHZ,0,1155.45080566,2024-08-01,2024-08-01
None,Radomlje,SVN,1,1154.6965332,2024-07-31,2024-08-01
None,Beroe Stara Zagora,BUL,1,1153.03710938,2024-08-01,2024-08-01
None,TransINVEST,LIT,0,1148.35559082,2024-08-01,2024-08-01
None,Borac Banja Luka,BHZ,0,1147.33117676,2024-08-01,2024-08-01
None,Batumi,GEO,0,1141.75805664,2024-07-31,2024-08-01
None,Lok Sofia,BUL,1,1140.1171875,2024-08-01,2024-08-01
None,Flora Tallinn,EST,0,1138.03857422,2024-07-31,2024-08-01
None,Neman Grodno,BLR,0,1135.47570801,2024-08-01,2024-08-01
None,Vllaznia,ALB,0,1133.34973145,2024-07-26,2024-08-01
None,Novi Pazar,SRB,1,1133.09863281,2024-08-01,2024-08-01
None,Tirana,ALB,0,1130.11230469,2024-07-26,2024-08-01
None,Siauliai,LIT,0,1127.79272461,2024-08-01,2024-08-01
None,Mladost Lucani,SRB,1,1121.93322754,2024-08-01,2024-08-01
None,Isloch,BLR,0,1121.47998047,2024-08-01,2024-08-01
None,Spartak Varna,BUL,1,1120.97412109,2024-08-01,2024-08-01
None,Tikves,MAC,0,1114.75292969,2024-07-31,2024-12-31
None,Zlatibor,SRB,1,1110.70751953,2024-08-01,2024-08-01
None,Nafta,SVN,1,1106.36218262,2024-07-31,2024-08-01
None,Dinamo Tbilisi,GEO,0,1105.53649902,2024-07-31,2024-08-01
None,Botev Vratsa,BUL,1,1104.03491211,2024-08-01,2024-08-01
None,Hamrun,MLT,0,1100.0604248,2024-07-31,2024-08-01
None,Hebar,BUL,1,1096.52587891,2024-08-01,2024-08-01
None,Nis,SRB,1,1092.31542969,2024-08-01,2024-08-01
None,The New Saints,WAL,0,1091.94799805,2024-07-31,2024-08-01
None,Linfield,NIR,0,1091.35375977,2024-08-01,2024-08-08
None,Septemvri Sofia,BUL,1,1089.82861328,2024-08-01,2024-08-01
None,Torpedo Zhodino,BLR,0,1088.84460449,2024-08-01,2024-08-01
None,Primorje,SVN,1,1088.72949219,2024-07-31,2024-08-01
None,Struga,MAC,0,1087.32653809,2024-07-31,2024-12-31
None,Mornar,MNT,0,1085.85400391,2024-08-01,2024-08-01
None,Niedercorn,LUX,0,1083.39794922,2024-08-01,2024-08-01
None,B 36 Torshavn,FAR,0,1080.10314941,2024-07-31,2024-08-01
None,Dudelange,LUX,0,1079.58435059,2024-08-01,2024-08-01
None,Zeleznicar Pancevo,SRB,1,1078.28027344,2024-08-01,2024-08-01
None,Llapi,KOS,0,1075.60180664,2024-07-31,2024-08-01
None,Decic,MNT,0,1074.33227539,2024-08-01,2024-08-01
None,Gota,FAR,0,1074.09240723,2024-07-31,2024-08-01
None,Krusevac,SRB,1,1073.03417969,2024-08-01,2024-08-01
None,IMT,SRB,1,1071.07751465,2024-08-01,2024-08-01
None,Una Strassen,LUX,0,1064.7947998,2024-08-01,2024-08-01
None,HB Torshavn,FAR,0,1064.10314941,2024-07-31,2024-08-01
None,Crusaders,NIR,0,1063.08398438,2024-08-01,2024-08-08
None,Differdang,LUX,0,1061.56420898,2024-08-01,2024-08-01
None,Malisheva,KOS,0,1059.9921875,2024-07-31,2024-08-01
None,Floriana,MLT,0,1055.74743652,2024-07-31,2024-08-01
None,OFK,SRB,1,1050.66894531,2024-08-01,2024-08-01
None,Marsaxlokk,MLT,0,1049.40014648,2024-07-31,2024-08-01
None,Sliema Wanderers,MLT,0,1042.97973633,2024-07-31,2024-08-01
None,Cliftonville,NIR,0,1038.85864258,2024-08-01,2024-08-08
None,Podgorica,MNT,0,1037.02148438,2024-08-01,2024-08-01
None,FC Infonet,EST,0,1034.75463867,2024-07-31,2024-08-01
None,Paide Linnameeskond,EST,0,1033.47473145,2024-07-31,2024-08-01
None,Kalev,EST,0,1030.91088867,2024-07-31,2024-08-01
None,Jedinstvo Ub,SRB,1,1026.67382812,2024-08-01,2024-08-01
None,Larne,NIR,0,1026.06164551,2024-08-01,2024-08-08
None,Tekstilac Odzaci,SRB,1,1020.89569092,2024-08-01,2024-08-01
None,Caernarfon Town,WAL,0,992.68737793,2024-07-31,2024-08-01
None,Lincoln,GIB,0,981.901855469,2024-07-31,2024-08-01
None,Bala,WAL,0,981.301757812,2024-07-31,2024-08-01
None,Connahs Quay,WAL,0,980.650146484,2024-07-31,2024-08-01
None,Escaldes,AND,0,970.712646484,2024-08-01,2024-08-01
None,St Josephs,GIB,0,915.828125,2024-07-31,2024-08-01
None,Escale,AND,0,913.794067383,2024-08-01,2024-08-01
None,FCB Magpies,GIB,0,904.859680176,2024-07-31,2024-08-01
None,Atletic Club Escaldes,AND,0,885.331359863,2024-08-01,2024-08-01
None,SS Virtus,SMR,0,708.090637207,2024-07-31,2024-08-01
None,Tre Penne,SMR,0,695.436706543,2024-07-31,2024-08-01
None,La Fiorita,SMR,0,690.143920898,2024-07-31,2024-08-01


